,0
0,0.0
1,0.07969266476972774
2,0.1593854279662628
3,0.23907816961055978
4,0.31877088502646717
5,0.3984635944210296
6,0.478156309753175
7,0.5578490329466215
8,0.6375417623041907
9,0.717234496407564
10,0.7969272345768869
11,0.8766199762311484
12,0.9563127206535093
13,1.0360054672118615
14,1.1156982155852597
15,1.1953909657810238
16,1.2750837180219547
17,1.3547764726426177
18,1.4344692300472546
19,1.5141619907081614
20,1.5938547551713453
21,1.6735475240514617
22,1.7532402980085577
23,1.8329330777023882
24,1.9126258637275677
25,1.992318656544745
26,2.0720114564289593
27,2.151704263451953
28,2.231397077501714
29,2.3110898983299117
30,2.3907827256111998
31,2.4704755589994365
32,2.5501683981712233
33,2.6298612428531754
34,2.7095540928339736
35,2.789246947964719
36,2.868939808151841
37,2.9486326733461596
38,3.0283255435308467
39,3.1080184187099342
40,3.187711298898075
41,3.2674041841119
42,3.3470970743631363
43,3.4267899696532806
44,3.5064828699698087
45,3.586175775283741
46,3.6658686855483515
47,3.7455616006988035
48,3.8252545206525737
49,3.904947445310399
50,3.9846403745576704
51,4.0643333082659865
52,4.14402624629483
53,4.223719188493173
54,4.3034121347010545
55,4.383105084750897
56,4.46279803846864
57,4.542490995674653
58,4.622183956184415
59,4.7018769198089725
60,4.781569886355244
61,4.861262855626108
62,4.940955827420418
63,5.020648801532933
64,5.100341777754167
65,5.180034755870242
66,5.259727735662755
67,5.3394207169086245
68,5.419113699380048
69,5.498806682844409
70,5.578499667064316
71,5.658192651797672
72,5.737885636797757
73,5.817578621813449
74,5.897271606589338
75,5.976964590866017
76,6.0566575743803055
77,6.1363505568655174
78,6.216043538051752
79,6.295736517666186
80,6.375429495433374
81,6.455122471075512
82,6.534815444312734
83,6.614508414863418
84,6.694201382444482
85,6.773894346771613
86,6.853587307559566
87,6.933280264522458
88,7.012973217374017
89,7.0926661658278825
90,7.1723591095978465
91,7.252052048398174
92,7.331744981943848
93,7.411437909950868
94,7.491130832136562
95,7.570823748219846
96,7.650516657921566
97,7.730209560964743
98,7.80990245707494
99,7.889595345980525
100,7.969288227413013
101,8.048981101107382
102,8.128673966802372
103,8.208366824240821
104,8.288059673169993
105,8.367752513341864
106,8.447445344513469
107,8.527138166447216
108,8.606830978911198
109,8.686523781679522
110,8.766216574532622
111,8.845909357257572
112,8.925602129648388
113,9.005294891506338
114,9.084987642640263
115,9.164680382866852
116,9.244373112010978
117,9.324065829905972
118,9.403758536393907
119,9.483451231325887
120,9.563143914562362
121,9.642836585973333
122,9.722529245438697
123,9.80222189284847
124,9.881914528103076
125,9.96160715111356
126,10.041299761801872
127,10.120992360101067
128,10.200684945955597
129,10.28037751932146
130,10.360070080166478
131,10.43976262847046
132,10.519455164225413
133,10.59914768743575
134,10.67884019811844
135,10.758532696303181
136,10.838225182032575
137,10.91791765536227
138,10.997610116361091
139,11.077302565111157
140,11.156995001708024
141,11.236687426260744
142,11.316379838891997
143,11.396072239738164
144,11.475764628949365
145,11.555457006689537
146,11.63514937313647
147,11.714841728481826
148,11.794534072931162
149,11.874226406703919
150,11.953918730033417
151,12.033611043166827
